source_pdf,doi,base_composition,sample_id,full_formula,num_dopants,is_codoped,primary_dopant_element,primary_dopant_pct,primary_dopant_site,codopant_elements,all_dopants_detail,property,value,unit,temperature_value,temperature_unit,source_type,source_detail,notes
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,AgSb0.96Pb0.04Te2,AgSb0.96Pb0.04Te2,1,No,Pb,0.04,Sb,,Pb (0.04) @ Sb site,lattice thermal conductivity,0.27,W m-1 K-1,573,K,body text,Page 6,
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,AgSb0.96Pb0.04Te2,AgSb0.96Pb0.04Te2,1,No,Pb,0.04,Sb,,Pb (0.04) @ Sb site,ZT,0.7,dimensionless,300,K,body text,Page 8,
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,AgSbTe2 (x=0),AgSbTe2,0,No,,,,,,electrical conductivity,146,S cm-1,300,K,body text,,
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,AgSbTe2 (x=0),AgSbTe2,0,No,,,,,,Seebeck coefficient,237,uV K-1,300,K,body text,,
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,AgSbTe2 (x=0),AgSbTe2,0,No,,,,,,Seebeck coefficient,337,uV K-1,427,K,body text,,
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,Ag0.96Pb0.04Te2,Ag0.96Pb0.04Te2,1,No,Pb,0.04,Sb,,Pb (0.04) @ Sb site,electrical conductivity,186,S cm-1,300,K,body text,,
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,Ag0.96Pb0.04Te2,Ag0.96Pb0.04Te2,1,No,Pb,0.04,Sb,,Pb (0.04) @ Sb site,electrical conductivity,276,S cm-1,623,K,body text,,
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,Ag0.96Pb0.04Te2,Ag0.96Pb0.04Te2,1,No,Pb,0.04,Sb,,Pb (0.04) @ Sb site,power factor,18.14,uW cm-1 K-2,623,K,body text,,
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,Ag0.96Pb0.04Te2,Ag0.96Pb0.04Te2,1,No,Pb,0.04,Sb,,Pb (0.04) @ Sb site,Seebeck coefficient,260,uV K-1,623,K,body text,,
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,Ag0.96Pb0.04Te2,Ag0.96Pb0.04Te2,1,No,Pb,0.04,Sb,,Pb (0.04) @ Sb site,thermal conductivity,0.27,W m-1 K-1,623,K,body text,,
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,ZT,0.2,dimensionless,300,K,figure,Figure 6a,Visually estimated from Figure 6a
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,ZT,0.8,dimensionless,623,K,figure,Figure 6a,Visually estimated from Figure 6a
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,AgSb0.98Pb0.02Te2,AgSb0.98Pb0.02Te2,1,No,Pb,0.02,Sb,,Pb (0.02) @ Sb site,ZT,0.3,dimensionless,300,K,figure,Figure 6a,Visually estimated from Figure 6a
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,AgSb0.98Pb0.02Te2,AgSb0.98Pb0.02Te2,1,No,Pb,0.02,Sb,,Pb (0.02) @ Sb site,ZT,1.4,dimensionless,623,K,figure,Figure 6a,Visually estimated from Figure 6a
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,AgSb0.96Pb0.04Te2,AgSb0.96Pb0.04Te2,1,No,Pb,0.04,Sb,,Pb (0.04) @ Sb site,ZT,0.7,dimensionless,300,K,figure,Figure 6a,Visually estimated from Figure 6a
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,AgSb0.96Pb0.04Te2,AgSb0.96Pb0.04Te2,1,No,Pb,0.04,Sb,,Pb (0.04) @ Sb site,ZT,2.0,dimensionless,623,K,figure,Figure 6a,Visually estimated from Figure 6a
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,AgSb0.94Pb0.06Te2,AgSb0.94Pb0.06Te2,1,No,Pb,0.06,Sb,,Pb (0.06) @ Sb site,ZT,0.5,dimensionless,300,K,figure,Figure 6a,Visually estimated from Figure 6a
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,AgSb0.94Pb0.06Te2,AgSb0.94Pb0.06Te2,1,No,Pb,0.06,Sb,,Pb (0.06) @ Sb site,ZT,1.7,dimensionless,623,K,figure,Figure 6a,Visually estimated from Figure 6a
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te (x=0),Ag0.366Sb0.558Te,1,No,none,0,unclear,,none (0) @ unclear site,ZT,1.3,dimensionless,,,text,body text,Peak zT value for Sn-doped samples
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te (x=0),Ag0.366Sb0.558Te,1,No,none,0,unclear,,none (0) @ unclear site,lattice thermal conductivity,0.4,W m-1 K-1,300,K,text,body text,
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te (x=0),Ag0.366Sb0.558Te,1,No,none,0,unclear,,none (0) @ unclear site,lattice thermal conductivity,0.3,W m-1 K-1,700,K,text,body text,
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te (x=0.1),Ag0.366(Sb0.9Sn0.1)0.558Te,1,No,Sn,10%,Sb,,Sn (10%) @ Sb site,,,,,,,,
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te,Ag0.366(Sb1-xSnx)0.558Te,1,No,Sn,x=0 to 0.16,Sb,,Sn (x=0 to 0.16) @ Sb site,Seebeck coefficient,250,uV/K,300,K,figure,Fig. 5a,Visually estimated for x=0 at 300K
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te,Ag0.366(Sb1-xSnx)0.558Te,1,No,Sn,x=0 to 0.16,Sb,,Sn (x=0 to 0.16) @ Sb site,Seebeck coefficient,150,uV/K,700,K,figure,Fig. 5a,Visually estimated for x=0 at 700K
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te,Ag0.366(Sb1-xSnx)0.558Te,1,No,Sn,x=0 to 0.16,Sb,,Sn (x=0 to 0.16) @ Sb site,electrical conductivity,10,mOhm*cm,300,K,figure,Fig. 5b,Visually estimated for x=0 at 300K (resistivity plotted)
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te,Ag0.366(Sb1-xSnx)0.558Te,1,No,Sn,x=0 to 0.16,Sb,,Sn (x=0 to 0.16) @ Sb site,electrical conductivity,18,mOhm*cm,500,K,figure,Fig. 5b,Visually estimated for x=0 at 500K (resistivity plotted)
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te,Ag0.366(Sb1-xSnx)0.558Te,1,No,Sn,x=0 to 0.16,Sb,,Sn (x=0 to 0.16) @ Sb site,thermal conductivity,0.9,W/m-K,300,K,figure,Fig. 6a,Visually estimated for x=0 at 300K
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te,Ag0.366(Sb1-xSnx)0.558Te,1,No,Sn,x=0 to 0.16,Sb,,Sn (x=0 to 0.16) @ Sb site,thermal conductivity,0.7,W/m-K,700,K,figure,Fig. 6a,Visually estimated for x=0 at 700K
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te,Ag0.366(Sb1-xSnx)0.558Te,1,No,Sn,x=0 to 0.16,Sb,,Sn (x=0 to 0.16) @ Sb site,lattice thermal conductivity,0.5,W/m-K,300,K,figure,Fig. 6a,Visually estimated for x=0 at 300K
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te,Ag0.366(Sb1-xSnx)0.558Te,1,No,Sn,x=0 to 0.16,Sb,,Sn (x=0 to 0.16) @ Sb site,lattice thermal conductivity,0.4,W/m-K,700,K,figure,Fig. 6a,Visually estimated for x=0 at 700K
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,"Ag0.366(Sb1-xSnx)0.558Te, x=0",Ag0.366Sb0.558Te,1,No,Sn,x=0,Sb,,Sn (x=0) @ Sb site,ZT,0.4,dimensionless,300,K,figure,Fig. 7a,Visually estimated from Fig. 7a
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,"Ag0.366(Sb1-xSnx)0.558Te, x=0",Ag0.366Sb0.558Te,1,No,Sn,x=0,Sb,,Sn (x=0) @ Sb site,ZT,0.45,dimensionless,700,K,figure,Fig. 7a,Visually estimated from Fig. 7a
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,"Ag0.366(Sb1-xSnx)0.558Te, x=0.09",Ag0.366(Sb0.91Sn0.09)0.558Te,1,No,Sn,x=0.09,Sb,,Sn (x=0.09) @ Sb site,ZT,0.25,dimensionless,300,K,figure,Fig. 7a,Visually estimated from Fig. 7a
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,"Ag0.366(Sb1-xSnx)0.558Te, x=0.09",Ag0.366(Sb0.91Sn0.09)0.558Te,1,No,Sn,x=0.09,Sb,,Sn (x=0.09) @ Sb site,ZT,1.25,dimensionless,650,K,figure,Fig. 7a,Visually estimated from Fig. 7a
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-12%AgSbTe2,SnPb0.04Te-12%AgSbTe2,2,Yes,Ag,12%,Sn,Sb (12%) @ Sn,Ag (12%) @ Sn site; Sb (12%) @ Sn site,ZT,1.1,dimensionless,823,K,body text,"Page 1, Abstract",
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-12%AgSbTe2,SnPb0.04Te-12%AgSbTe2,2,Yes,Ag,12%,Sn,Sb (12%) @ Sn,Ag (12%) @ Sn site; Sb (12%) @ Sn site,lattice thermal conductivity,0.47,W m-1 K-1,823,K,body text,"Page 6, Conclusion",
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-12%AgSbTe2,SnPb0.04Te-12%AgSbTe2,2,Yes,Ag,12%,Sn,Sb (12%) @ Sn,Ag (12%) @ Sn site; Sb (12%) @ Sn site,power factor,25.5,mW cm-1 K-2,823,K,body text,"Page 2, Section 2",
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-25%AgSbTe2,SnPb0.04Te-25%AgSbTe2,2,Yes,Ag,25%,Sn,Sb (25%) @ Sn,Ag (25%) @ Sn site; Sb (25%) @ Sn site,electrical conductivity,1736,S cm-1,300,K,body text,"Page 2, Section 2",
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-25%AgSbTe2,SnPb0.04Te-25%AgSbTe2,2,Yes,Ag,25%,Sn,Sb (25%) @ Sn,Ag (25%) @ Sn site; Sb (25%) @ Sn site,Seebeck coefficient,70.9,mV K-1,300,K,body text,"Page 2, Section 2",
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-25%AgSbTe2,SnPb0.04Te-25%AgSbTe2,2,Yes,Ag,25%,Sn,Sb (25%) @ Sn,Ag (25%) @ Sn site; Sb (25%) @ Sn site,thermal conductivity,2.04,W m-1 K-1,300,K,body text,"Page 3, Section 2",
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-y%AgSbTe2 (y=0 to 25),SnPb0.04Te-y%AgSbTe2,2,Yes,Ag,y%,unclear,Sb (y%) @ unclear,Ag (y%) @ unclear site; Sb (y%) @ unclear site,electrical conductivity,7180,S cm-1,300,K,body text,page 2,Value for y=0 sample at 300 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-y%AgSbTe2 (y=0 to 25),SnPb0.04Te-y%AgSbTe2,2,Yes,Ag,y%,unclear,Sb (y%) @ unclear,Ag (y%) @ unclear site; Sb (y%) @ unclear site,electrical conductivity,1736,S cm-1,300,K,body text,page 2,Value for y=25 sample at 300 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-y%AgSbTe2 (y=0 to 25),SnPb0.04Te-y%AgSbTe2,2,Yes,Ag,y%,unclear,Sb (y%) @ unclear,Ag (y%) @ unclear site; Sb (y%) @ unclear site,Seebeck coefficient,-24.4,uV K-1,300,K,body text,page 2,Value for y=0 sample at 300 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-y%AgSbTe2 (y=0 to 25),SnPb0.04Te-y%AgSbTe2,2,Yes,Ag,y%,unclear,Sb (y%) @ unclear,Ag (y%) @ unclear site; Sb (y%) @ unclear site,Seebeck coefficient,-70.9,uV K-1,300,K,body text,page 2,Value for y=25 sample at 300 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-y%AgSbTe2 (y=0 to 25),SnPb0.04Te-y%AgSbTe2,2,Yes,Ag,y%,unclear,Sb (y%) @ unclear,Ag (y%) @ unclear site; Sb (y%) @ unclear site,power factor,10.5,uW cm-1 K-2,300,K,body text,page 2,Value for y=12 sample at 300 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-y%AgSbTe2 (y=0 to 25),SnPb0.04Te-y%AgSbTe2,2,Yes,Ag,y%,unclear,Sb (y%) @ unclear,Ag (y%) @ unclear site; Sb (y%) @ unclear site,power factor,25.5,uW cm-1 K-2,823,K,body text,page 2,Value for y=12 sample at 823 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-y%AgSbTe2 (y=0 to 25),SnPb0.04Te-y%AgSbTe2,2,Yes,Ag,y%,unclear,Sb (y%) @ unclear,Ag (y%) @ unclear site; Sb (y%) @ unclear site,thermal conductivity,6.57,W m-1 K-1,300,K,body text,page 3,Value for y=0 sample at 300 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-y%AgSbTe2 (y=0 to 25),SnPb0.04Te-y%AgSbTe2,2,Yes,Ag,y%,unclear,Sb (y%) @ unclear,Ag (y%) @ unclear site; Sb (y%) @ unclear site,thermal conductivity,1.84,W m-1 K-1,823,K,body text,page 3,Value for y=12 sample at 823 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-y%AgSbTe2 (y=0 to 25),SnPb0.04Te-y%AgSbTe2,2,Yes,Ag,y%,unclear,Sb (y%) @ unclear,Ag (y%) @ unclear site; Sb (y%) @ unclear site,lattice thermal conductivity,0.47,W m-1 K-1,823,K,body text,page 4,Value for y=12 sample at 823 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-0%AgSbTe2,SnPb0.04Te,0,No,,,,,,ZT,0.2,dimensionless,,,figure,,Visually estimated from Fig. 7a at 300 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-0%AgSbTe2,SnPb0.04Te,0,No,,,,,,ZT,0.4,dimensionless,,,figure,,Visually estimated from Fig. 7a at 823 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-3%AgSbTe2,SnPb0.04Te-3%AgSbTe2,0,No,,,,,,ZT,0.25,dimensionless,,,figure,,Visually estimated from Fig. 7a at 300 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-3%AgSbTe2,SnPb0.04Te-3%AgSbTe2,0,No,,,,,,ZT,0.6,dimensionless,,,figure,,Visually estimated from Fig. 7a at 823 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-6%AgSbTe2,SnPb0.04Te-6%AgSbTe2,0,No,,,,,,ZT,0.3,dimensionless,,,figure,,Visually estimated from Fig. 7a at 300 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-6%AgSbTe2,SnPb0.04Te-6%AgSbTe2,0,No,,,,,,ZT,0.75,dimensionless,,,figure,,Visually estimated from Fig. 7a at 823 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-9%AgSbTe2,SnPb0.04Te-9%AgSbTe2,0,No,,,,,,ZT,0.35,dimensionless,,,figure,,Visually estimated from Fig. 7a at 300 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-9%AgSbTe2,SnPb0.04Te-9%AgSbTe2,0,No,,,,,,ZT,0.9,dimensionless,,,figure,,Visually estimated from Fig. 7a at 823 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-12%AgSbTe2,SnPb0.04Te-12%AgSbTe2,0,No,,,,,,ZT,0.4,dimensionless,,,figure,,Visually estimated from Fig. 7a at 300 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-12%AgSbTe2,SnPb0.04Te-12%AgSbTe2,0,No,,,,,,ZT,1.1,dimensionless,,,figure,,Visually estimated from Fig. 7a at 823 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-15%AgSbTe2,SnPb0.04Te-15%AgSbTe2,0,No,,,,,,ZT,0.35,dimensionless,,,figure,,Visually estimated from Fig. 7a at 300 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-15%AgSbTe2,SnPb0.04Te-15%AgSbTe2,0,No,,,,,,ZT,0.95,dimensionless,,,figure,,Visually estimated from Fig. 7a at 823 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-18%AgSbTe2,SnPb0.04Te-18%AgSbTe2,0,No,,,,,,ZT,0.3,dimensionless,,,figure,,Visually estimated from Fig. 7a at 300 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-18%AgSbTe2,SnPb0.04Te-18%AgSbTe2,0,No,,,,,,ZT,0.85,dimensionless,,,figure,,Visually estimated from Fig. 7a at 823 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-21%AgSbTe2,SnPb0.04Te-21%AgSbTe2,0,No,,,,,,ZT,0.25,dimensionless,,,figure,,Visually estimated from Fig. 7a at 300 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-21%AgSbTe2,SnPb0.04Te-21%AgSbTe2,0,No,,,,,,ZT,0.8,dimensionless,,,figure,,Visually estimated from Fig. 7a at 823 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-25%AgSbTe2,SnPb0.04Te-25%AgSbTe2,0,No,,,,,,ZT,0.2,dimensionless,,,figure,,Visually estimated from Fig. 7a at 300 K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-25%AgSbTe2,SnPb0.04Te-25%AgSbTe2,0,No,,,,,,ZT,0.7,dimensionless,,,figure,,Visually estimated from Fig. 7a at 823 K
Band convergence strategy to improve thermoelectric performance in Ti-Doped AgSbTe2.pdf,10.1088/1402-4896/ad3c74,AgSbTe2,Ag1.05SbTe2,Ag1.05SbTe2,0,No,,,,,,Seebeck coefficient,245,μV/K,473,K,body text,,
Band convergence strategy to improve thermoelectric performance in Ti-Doped AgSbTe2.pdf,10.1088/1402-4896/ad3c74,AgSbTe2,Ag1.05SbTe2,Ag1.05SbTe2,0,No,,,,,,Seebeck coefficient,246,μV/K,473,K,body text,,
Band convergence strategy to improve thermoelectric performance in Ti-Doped AgSbTe2.pdf,10.1088/1402-4896/ad3c74,AgSbTe2,Ag1.05Sb0.99Ti0.01Te2,Ag1.05Sb0.99Ti0.01Te2,1,No,Ti,0.01,Sb,,Ti (0.01) @ Sb site,ZT,1.28,dimensionless,523,K,body text,,
Band convergence strategy to improve thermoelectric performance in Ti-Doped AgSbTe2.pdf,10.1088/1402-4896/ad3c74,AgSbTe2,Ag1.05Sb0.99Ti0.01Te2,Ag1.05Sb0.99Ti0.01Te2,1,No,Ti,0.01,Sb,,Ti (0.01) @ Sb site,ZT,0.97,dimensionless,323-548,K,body text,,average ZT value
Band convergence strategy to improve thermoelectric performance in Ti-Doped AgSbTe2.pdf,10.1088/1402-4896/ad3c74,AgSbTe2,Ag1.05Sb0.99Ti0.01Te2,Ag1.05Sb0.99Ti0.01Te2,1,No,Ti,0.01,Sb,,Ti (0.01) @ Sb site,thermal conductivity,0.48,W/mK,498,K,body text,,
