doi,source_pdf,base_composition,sample_id,full_formula,num_dopants,is_codoped,primary_dopant_element,primary_dopant_ratio,primary_dopant_site,codopant_elements,all_dopants_detail,power_factor,seebeck_coefficient,electrical_conductivity,ZT,temperature
10.1002/adma.200502770,Advanced Materials - 2006 - Androulakis - Nanostructuring and High Thermoelectric Efficiency in p‐Type Ag Pb1   ySny mSbTe2.pdf,Ag(Pb1-ySny)mSbTe2+m,Ag0.5Pb6Sn2Sb0.2Te10,Ag0.5Pb6Sn2Sb0.2Te10,3,Yes,Pb,6,unclear,Sn (2) @ unclear; Sb (0.2) @ unclear,Pb (6) @ unclear site; Sn (2) @ unclear site; Sb (0.2) @ unclear site,,50 uV/K,1000 S/cm,,300 K
10.1002/adma.200502770,Advanced Materials - 2006 - Androulakis - Nanostructuring and High Thermoelectric Efficiency in p‐Type Ag Pb1   ySny mSbTe2.pdf,Ag(Pb1-ySny)mSbTe2+m,Ag0.5Pb6Sn2Sb0.2Te10,Ag0.5Pb6Sn2Sb0.2Te10,3,Yes,Pb,1-y,Ag,Sn (y) @ Ag; Sb (0.2) @ Ag,Pb (1-y) @ Ag site; Sn (y) @ Ag site; Sb (0.2) @ Ag site,,,,1.45 dimensionless,627 K
10.1002/adma.200502770,Advanced Materials - 2006 - Androulakis - Nanostructuring and High Thermoelectric Efficiency in p‐Type Ag Pb1   ySny mSbTe2.pdf,Ag(Pb1-ySny)mSbTe2+m,Ag0.5Pb6Sn2Sb0.2Te10,Ag0.5Pb6Sn2Sb0.2Te10,3,Yes,Pb,6,unclear,Sn (2) @ unclear; Sb (0.2) @ unclear,Pb (6) @ unclear site; Sn (2) @ unclear site; Sb (0.2) @ unclear site,,,,1.45 dimensionless,627 K
10.1002/adma.200502770,Advanced Materials - 2006 - Androulakis - Nanostructuring and High Thermoelectric Efficiency in p‐Type Ag Pb1   ySny mSbTe2.pdf,Ag(Pb1-ySny)mSbTe2+m,Ag0.5Pb6Sn2Sb0.2Te10,Ag0.5Pb6Sn2Sb0.2Te10,3,Yes,Pb,1-y,Ag,Sn (y) @ Ag; Sb (0.2) @ Ag,Pb (1-y) @ Ag site; Sn (y) @ Ag site; Sb (0.2) @ Ag site,,,200 S cm-1,,700 K
10.1002/adma.200502770,Advanced Materials - 2006 - Androulakis - Nanostructuring and High Thermoelectric Efficiency in p‐Type Ag Pb1   ySny mSbTe2.pdf,Ag(Pb1-ySny)mSbTe2+m,Ag0.5Pb6Sn2Sb0.2Te10,Ag0.5Pb6Sn2Sb0.2Te10,3,Yes,Pb,1-y,Ag,Sn (y) @ Ag; Sb (0.2) @ Ag,Pb (1-y) @ Ag site; Sn (y) @ Ag site; Sb (0.2) @ Ag site,,,1000 S cm-1,,room temperature
10.1002/adma.202208994,Advanced Materials - 2022 - Zhang - Defect‐Engineering‐Stabilized AgSbTe2 with High Thermoelectric Performance.pdf,AgSbTe2,AgSbTe1.85Se0.1S0.05,AgSbTe1.85Se0.1S0.05,2,Yes,Se,0.1,Te,S (0.05) @ Te,Se (0.1) @ Te site; S (0.05) @ Te site,1.3 mWm^-1K^-2,230 uV/K,244 S cm-1,,300 K
10.1002/adma.202208994,Advanced Materials - 2022 - Zhang - Defect‐Engineering‐Stabilized AgSbTe2 with High Thermoelectric Performance.pdf,AgSbTe2,AgSbTe1.85Se0.1S0.05,AgSbTe1.85Se0.1S0.05,2,Yes,Se,0.1,Te,S (0.05) @ Te,Se (0.1) @ Te site; S (0.05) @ Te site,2.1 mW m-1 K-2,,,2.3 dimensionless,673 K
10.1002/adma.202208994,Advanced Materials - 2022 - Zhang - Defect‐Engineering‐Stabilized AgSbTe2 with High Thermoelectric Performance.pdf,AgSbTe2,AgSbTe1.8Se0.1S0.1,AgSbTe1.8Se0.1S0.1,2,Yes,Se,0.1,Te,S (0.1) @ Te,Se (0.1) @ Te site; S (0.1) @ Te site,1.1 mWm^-1K^-2,230 uV/K,1.9 x10^4 S/m,,300 K
10.1002/adma.202208994,Advanced Materials - 2022 - Zhang - Defect‐Engineering‐Stabilized AgSbTe2 with High Thermoelectric Performance.pdf,AgSbTe2,AgSbTe1.8Se0.1S0.1,AgSbTe1.8Se0.1S0.1,2,Yes,Se,0.1,Te,S (0.1) @ Te,Se (0.1) @ Te site; S (0.1) @ Te site,,,,2.1 dimensionless,673 K
10.1002/adma.202208994,Advanced Materials - 2022 - Zhang - Defect‐Engineering‐Stabilized AgSbTe2 with High Thermoelectric Performance.pdf,AgSbTe2,AgSbTe1.9Se0.05S0.05,AgSbTe1.9Se0.05S0.05,2,Yes,Se,0.05,Te,S (0.05) @ Te,Se (0.05) @ Te site; S (0.05) @ Te site,0.65 mWm^-1K^-2,230 uV/K,1.1 x10^4 S/m,,300 K
10.1002/adma.202208994,Advanced Materials - 2022 - Zhang - Defect‐Engineering‐Stabilized AgSbTe2 with High Thermoelectric Performance.pdf,AgSbTe2,AgSbTe1.9Se0.05S0.05,AgSbTe1.9Se0.05S0.05,2,Yes,Se,0.05,Te,S (0.05) @ Te,Se (0.05) @ Te site; S (0.05) @ Te site,,,,1.8 dimensionless,673 K
10.1002/adma.202208994,Advanced Materials - 2022 - Zhang - Defect‐Engineering‐Stabilized AgSbTe2 with High Thermoelectric Performance.pdf,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,0.6 mWm^-1K^-2,240 uV/K,0.8 x10^4 S/m,,300 K
10.1002/adma.202208994,Advanced Materials - 2022 - Zhang - Defect‐Engineering‐Stabilized AgSbTe2 with High Thermoelectric Performance.pdf,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,,,,0.6 dimensionless,673 K
10.1002/adma.202208994,Advanced Materials - 2022 - Zhang - Defect‐Engineering‐Stabilized AgSbTe2 with High Thermoelectric Performance.pdf,AgSbTe2,Pristine AgSbTe2,AgSbTe2,0,No,,,,,,,,89 S cm-1,,300 K
10.1002/adma.202208994,Advanced Materials - 2022 - Zhang - Defect‐Engineering‐Stabilized AgSbTe2 with High Thermoelectric Performance.pdf,AgSbTe2,Pristine AgSbTe2,AgSbTe2,0,No,,,,,,,,,0.6 dimensionless,673 K
10.1002/adma.202307058,Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,AgSbTe2,AgSb0.96Yb0.04Te2,AgSb0.96Yb0.04Te2,1,No,Yb,4 mol%,Sb,,Yb (4 mol%) @ Sb site,,280 µV/K,278 Scm-1,,300 K
10.1002/adma.202307058,Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,AgSbTe2,AgSb0.96Yb0.04Te2,AgSb0.96Yb0.04Te2,1,No,Yb,0.04,Sb,,Yb (0.04) @ Sb site,,,,0.8 dimensionless,300 K
10.1002/adma.202307058,Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,AgSbTe2,AgSb0.96Yb0.04Te2,AgSb0.96Yb0.04Te2,1,No,Yb,4 mol%,Sb,,Yb (4 mol%) @ Sb site,,330 µV/K,250 S/cm,,400 K
10.1002/adma.202307058,Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,AgSbTe2,AgSb0.96Yb0.04Te2,AgSb0.96Yb0.04Te2,1,No,Yb,4 mol%,Sb,,Yb (4 mol%) @ Sb site,,350 µV/K,260 S/cm,,500 K
10.1002/adma.202307058,Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,AgSbTe2,AgSb0.96Yb0.04Te2,AgSb0.96Yb0.04Te2,1,No,Yb,4 mol%,Sb,,Yb (4 mol%) @ Sb site,18.93 μWcm-1 K-2,,,2.4 dimensionless,573 K
10.1002/adma.202307058,Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,AgSbTe2,AgSb0.96Yb0.04Te2,AgSb0.96Yb0.04Te2,1,No,Yb,0.04,Sb,,Yb (0.04) @ Sb site,,,,2.4 dimensionless,573 K
10.1002/adma.202307058,Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,AgSbTe2,AgSb0.98Yb0.02Te2,AgSb0.98Yb0.02Te2,1,No,Yb,0.02,Sb,,Yb (0.02) @ Sb site,,,,0.7 dimensionless,300 K
10.1002/adma.202307058,Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,AgSbTe2,AgSb0.98Yb0.02Te2,AgSb0.98Yb0.02Te2,1,No,Yb,2 mol%,Sb,,Yb (2 mol%) @ Sb site,,280 µV/K,180 S/cm,,300 K
10.1002/adma.202307058,Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,AgSbTe2,AgSb0.98Yb0.02Te2,AgSb0.98Yb0.02Te2,1,No,Yb,2 mol%,Sb,,Yb (2 mol%) @ Sb site,,320 µV/K,200 S/cm,,400 K
10.1002/adma.202307058,Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,AgSbTe2,AgSb0.98Yb0.02Te2,AgSb0.98Yb0.02Te2,1,No,Yb,0.02,Sb,,Yb (0.02) @ Sb site,,,,1.8 dimensionless,500 K
10.1002/adma.202307058,Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,AgSbTe2,AgSb0.98Yb0.02Te2,AgSb0.98Yb0.02Te2,1,No,Yb,2 mol%,Sb,,Yb (2 mol%) @ Sb site,,330 µV/K,210 S/cm,,500 K
10.1002/adma.202307058,Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,,250 µV/K,104 Scm-1,0.6 dimensionless,300 K
10.1002/adma.202307058,Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,,300 µV/K,200 S/cm,,400 K
10.1002/adma.202307058,Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,,320 µV/K,220 S/cm,1.2 dimensionless,500 K
10.1002/adma.202409275,Advanced Materials - 2024 - Li - High‐Performance AgSbTe2 Thermoelectrics  Advances  Challenges  and Perspectives.pdf,AgSbTe2,Ag0.98SbTe2,Ag0.98SbTe2,1,No,Ag vacancy,0.02,Ag,,Ag vacancy (0.02) @ Ag site,,,68 S cm-1,2.3 dimensionless,573 K
10.1002/adma.202409275,Advanced Materials - 2024 - Li - High‐Performance AgSbTe2 Thermoelectrics  Advances  Challenges  and Perspectives.pdf,AgSbTe2,AgSb0.94Cd0.06Te2,AgSb0.94Cd0.06Te2,1,No,Cd,0.06,Sb,,Cd (0.06) @ Sb site,17.83 μW cm-1 K-2,264 μV K-1,251 S cm-1,2.6 dimensionless,573 K
10.1002/adma.202409275,Advanced Materials - 2024 - Li - High‐Performance AgSbTe2 Thermoelectrics  Advances  Challenges  and Perspectives.pdf,AgSbTe2,AgSb0.96Hg0.04Te2,AgSb0.96Hg0.04Te2,1,No,Hg,0.04,Sb,,Hg (0.04) @ Sb site,,,,2.4 dimensionless,570 K
10.1002/adma.202409275,Advanced Materials - 2024 - Li - High‐Performance AgSbTe2 Thermoelectrics  Advances  Challenges  and Perspectives.pdf,AgSbTe2,AgSb1-xHgxTe2 (x=0.02),AgSb0.98Hg0.02Te2,1,No,Hg,x=0.02,Sb,,Hg (x=0.02) @ Sb site,,,,1.8 dimensionless,not reported
10.1002/adma.202409275,Advanced Materials - 2024 - Li - High‐Performance AgSbTe2 Thermoelectrics  Advances  Challenges  and Perspectives.pdf,AgSbTe2,AgSb1-xHgxTe2 (x=0.04),AgSb0.96Hg0.04Te2,1,No,Hg,x=0.04,Sb,,Hg (x=0.04) @ Sb site,,,,2.4 dimensionless,not reported
10.1002/adma.202409275,Advanced Materials - 2024 - Li - High‐Performance AgSbTe2 Thermoelectrics  Advances  Challenges  and Perspectives.pdf,AgSbTe2,AgSbTe1.85Se0.1S0.05,AgSbTe1.85Se0.1S0.05,2,Yes,Se,0.1,Te,S (0.05) @ Te,Se (0.1) @ Te site; S (0.05) @ Te site,,,,2.3 dimensionless,673 K
10.1002/advs.202204624,Advanced Science - 2022 - Tee - Thermoelectric Silver‐Based Chalcogenides.pdf,AgSbTe2,Ag0.025In0.025SnTe1.05,Ag0.025In0.025SnTe1.05,2,Yes,Ag,0.025,unclear,In (0.025) @ unclear,Ag (0.025) @ unclear site; In (0.025) @ unclear site,,,,1.8 dimensionless,856 K
10.1002/advs.202204624,Advanced Science - 2022 - Tee - Thermoelectric Silver‐Based Chalcogenides.pdf,AgSbTe2,Ag0.2Cu0.89In0.09Te1.05,Ag0.2Cu0.89In0.09Te1.05,2,Yes,Cu,0.89,Ag,In (0.09) @ unclear,Cu (0.89) @ Ag site; In (0.09) @ unclear site,,,,1.6 dimensionless,850 K
10.1002/advs.202204624,Advanced Science - 2022 - Tee - Thermoelectric Silver‐Based Chalcogenides.pdf,AgSbTe2,AgMnSbTe3,AgMnSbTe3,1,No,Mn,not specified,unclear,,Mn (not specified) @ unclear site,,,,1.46 dimensionless,823 K
10.1002/advs.202204624,Advanced Science - 2022 - Tee - Thermoelectric Silver‐Based Chalcogenides.pdf,AgSbTe2,AgSb0.94Cd0.06Te2,AgSb0.94Cd0.06Te2,1,No,Cd,0.06,Sb,,Cd (0.06) @ Sb site,,,,2.6 dimensionless,573 K
10.1002/advs.202204624,Advanced Science - 2022 - Tee - Thermoelectric Silver‐Based Chalcogenides.pdf,AgSbTe2,AgSb0.96Cd0.06Te2,AgSb0.96Cd0.06Te2,1,No,Cd,0.06,Sb,,Cd (0.06) @ Sb site,,,,2.6 dimensionless,573 K
10.1002/advs.202204624,Advanced Science - 2022 - Tee - Thermoelectric Silver‐Based Chalcogenides.pdf,AgSbTe2,AgSb0.96Zn0.04Te2,AgSb0.96Zn0.04Te2,1,No,Zn,0.04,Sb,,Zn (0.04) @ Sb site,,,,1.9 dimensionless,584 K
10.1002/advs.202204624,Advanced Science - 2022 - Tee - Thermoelectric Silver‐Based Chalcogenides.pdf,AgSbTe2,AgSnSbSe1.5Te1.5,AgSnSbSe1.5Te1.5,1,No,Sn,not specified,unclear,,Sn (not specified) @ unclear site,,,,1.14 dimensionless,723 K
10.1002/anie.2554196,Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,AgSbTe2,Ag0.96Pb0.04Te2,Ag0.96Pb0.04Te2,1,No,Pb,0.04,Sb,,Pb (0.04) @ Sb site,,,186 S cm-1,,300 K
10.1002/anie.2554196,Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,AgSbTe2,Ag0.96Pb0.04Te2,Ag0.96Pb0.04Te2,1,No,Pb,0.04,Sb,,Pb (0.04) @ Sb site,18.14 uW cm-1 K-2,260 uV K-1,276 S cm-1,,623 K
10.1002/anie.2554196,Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,AgSbTe2,AgSb0.94Pb0.06Te2,AgSb0.94Pb0.06Te2,1,No,Pb,0.06,Sb,,Pb (0.06) @ Sb site,,,,0.5 dimensionless,300 K
10.1002/anie.2554196,Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,AgSbTe2,AgSb0.94Pb0.06Te2,AgSb0.94Pb0.06Te2,1,No,Pb,0.06,Sb,,Pb (0.06) @ Sb site,,,,1.7 dimensionless,623 K
10.1002/anie.2554196,Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,AgSbTe2,AgSb0.96Pb0.04Te2,AgSb0.96Pb0.04Te2,1,No,Pb,0.04,Sb,,Pb (0.04) @ Sb site,12.9 µW cm-1 K-2,263 µV K-1,186 S cm-1,0.7 dimensionless,300 K
10.1002/anie.2554196,Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,AgSbTe2,AgSb0.96Pb0.04Te2,AgSb0.96Pb0.04Te2,1,No,Pb,0.04,Sb,,Pb (0.04) @ Sb site,18.14 µW cm-1 K-2,260 µV K-1,276 S cm-1,2.0 dimensionless,623 K
10.1002/anie.2554196,Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,AgSbTe2,AgSb0.98Pb0.02Te2,AgSb0.98Pb0.02Te2,1,No,Pb,0.02,Sb,,Pb (0.02) @ Sb site,,,,0.3 dimensionless,300 K
10.1002/anie.2554196,Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,AgSbTe2,AgSb0.98Pb0.02Te2,AgSb0.98Pb0.02Te2,1,No,Pb,0.02,Sb,,Pb (0.02) @ Sb site,,,,1.4 dimensionless,623 K
10.1002/anie.2554196,Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,8.27 µW cm-1 K-2,237 µV K-1,146 S cm-1,0.4 dimensionless,300 K
10.1002/anie.2554196,Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,,337 µV K-1,,,427 K
10.1002/anie.2554196,Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,,,111 S cm-1,0.8 dimensionless,623 K
10.1002/anie.2554196,Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,AgSbTe2,AgSbTe2 (x=0),AgSbTe2,0,No,,,,,,,237 uV K-1,146 S cm-1,,300 K
10.1002/anie.2554196,Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,AgSbTe2,AgSbTe2 (x=0),AgSbTe2,0,No,,,,,,,337 uV K-1,,,427 K
10.1002/andp.201900561,Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te,Ag0.366(Sb1-xSnx)0.558Te,1,No,Sn,x=0 to 0.16,Sb,,Sn (x=0 to 0.16) @ Sb site,,250 uV/K,10 mOhm*cm,,300 K
10.1002/andp.201900561,Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te,Ag0.366(Sb1-xSnx)0.558Te,1,No,Sn,x=0 to 0.16,Sb,,Sn (x=0 to 0.16) @ Sb site,,,18 mOhm*cm,,500 K
10.1002/andp.201900561,Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te,Ag0.366(Sb1-xSnx)0.558Te,1,No,Sn,x=0 to 0.16,Sb,,Sn (x=0 to 0.16) @ Sb site,,150 uV/K,,,700 K
10.1002/andp.201900561,Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te (x=0),Ag0.366Sb0.558Te,1,No,none,0,unclear,,none (0) @ unclear site,,,,1.3 dimensionless,not reported
10.1002/andp.201900561,Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,Ag0.366SbTe2,"Ag0.366(Sb1-xSnx)0.558Te, x=0",Ag0.366Sb0.558Te,1,No,Sn,x=0,Sb,,Sn (x=0) @ Sb site,,,,0.4 dimensionless,300 K
10.1002/andp.201900561,Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,Ag0.366SbTe2,"Ag0.366(Sb1-xSnx)0.558Te, x=0",Ag0.366Sb0.558Te,1,No,Sn,x=0,Sb,,Sn (x=0) @ Sb site,,,,0.45 dimensionless,700 K
10.1002/andp.201900561,Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,Ag0.366SbTe2,"Ag0.366(Sb1-xSnx)0.558Te, x=0.09",Ag0.366(Sb0.91Sn0.09)0.558Te,1,No,Sn,x=0.09,Sb,,Sn (x=0.09) @ Sb site,,,,0.25 dimensionless,300 K
10.1002/andp.201900561,Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,Ag0.366SbTe2,"Ag0.366(Sb1-xSnx)0.558Te, x=0.09",Ag0.366(Sb0.91Sn0.09)0.558Te,1,No,Sn,x=0.09,Sb,,Sn (x=0.09) @ Sb site,,,,1.25 dimensionless,650 K
10.1016/j.mtphys.2021.100505,Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-0%AgSbTe2,SnPb0.04Te,0,No,,,,,,,,,0.2 dimensionless | 0.4 dimensionless,not reported
10.1016/j.mtphys.2021.100505,Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-12%AgSbTe2,SnPb0.04Te-12%AgSbTe2,2,Yes,Ag,12%,Sn,Sb (12%) @ Sn,Ag (12%) @ Sn site; Sb (12%) @ Sn site,25.5 mW cm-1 K-2,,,1.1 dimensionless,823 K
10.1016/j.mtphys.2021.100505,Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-12%AgSbTe2,SnPb0.04Te-12%AgSbTe2,0,No,,,,,,,,,0.4 dimensionless | 1.1 dimensionless,not reported
10.1016/j.mtphys.2021.100505,Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-15%AgSbTe2,SnPb0.04Te-15%AgSbTe2,0,No,,,,,,,,,0.35 dimensionless | 0.95 dimensionless,not reported
10.1016/j.mtphys.2021.100505,Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-18%AgSbTe2,SnPb0.04Te-18%AgSbTe2,0,No,,,,,,,,,0.3 dimensionless | 0.85 dimensionless,not reported
10.1016/j.mtphys.2021.100505,Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-21%AgSbTe2,SnPb0.04Te-21%AgSbTe2,0,No,,,,,,,,,0.25 dimensionless | 0.8 dimensionless,not reported
10.1016/j.mtphys.2021.100505,Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-25%AgSbTe2,SnPb0.04Te-25%AgSbTe2,2,Yes,Ag,25%,Sn,Sb (25%) @ Sn,Ag (25%) @ Sn site; Sb (25%) @ Sn site,,70.9 mV K-1,1736 S cm-1,,300 K
10.1016/j.mtphys.2021.100505,Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-25%AgSbTe2,SnPb0.04Te-25%AgSbTe2,0,No,,,,,,,,,0.2 dimensionless | 0.7 dimensionless,not reported
10.1016/j.mtphys.2021.100505,Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-3%AgSbTe2,SnPb0.04Te-3%AgSbTe2,0,No,,,,,,,,,0.25 dimensionless | 0.6 dimensionless,not reported
10.1016/j.mtphys.2021.100505,Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-6%AgSbTe2,SnPb0.04Te-6%AgSbTe2,0,No,,,,,,,,,0.3 dimensionless | 0.75 dimensionless,not reported
10.1016/j.mtphys.2021.100505,Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-9%AgSbTe2,SnPb0.04Te-9%AgSbTe2,0,No,,,,,,,,,0.35 dimensionless | 0.9 dimensionless,not reported
10.1016/j.mtphys.2021.100505,Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-y%AgSbTe2 (y=0 to 25),SnPb0.04Te-y%AgSbTe2,2,Yes,Ag,y%,unclear,Sb (y%) @ unclear,Ag (y%) @ unclear site; Sb (y%) @ unclear site,10.5 uW cm-1 K-2,-24.4 uV K-1 | -70.9 uV K-1,1736 S cm-1 | 7180 S cm-1,,300 K
10.1016/j.mtphys.2021.100505,Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-y%AgSbTe2 (y=0 to 25),SnPb0.04Te-y%AgSbTe2,2,Yes,Ag,y%,unclear,Sb (y%) @ unclear,Ag (y%) @ unclear site; Sb (y%) @ unclear site,25.5 uW cm-1 K-2,,,,823 K
10.1088/1402-4896/ad3c74,Band convergence strategy to improve thermoelectric performance in Ti-Doped AgSbTe2.pdf,AgSbTe2,Ag1.05Sb0.98Ti0.02Te2,Ag1.05Sb0.98Ti0.02Te2,1,No,Ti,0.02,Sb,,Ti (0.02) @ Sb site,,270 μV/K,,,473 K
10.1088/1402-4896/ad3c74,Band convergence strategy to improve thermoelectric performance in Ti-Doped AgSbTe2.pdf,AgSbTe2,Ag1.05Sb0.99Ti0.01Te2,Ag1.05Sb0.99Ti0.01Te2,1,No,Ti,0.01,Sb,,Ti (0.01) @ Sb site,,,,1.28 dimensionless,523 K
10.1088/1402-4896/ad3c74,Band convergence strategy to improve thermoelectric performance in Ti-Doped AgSbTe2.pdf,AgSbTe2,Ag1.05Sb0.99Ti0.01Te2,Ag1.05Sb0.99Ti0.01Te2,1,No,Ti,x=0.01,Sb,,Ti (x=0.01) @ Sb site,,,,1.28 dimensionless,523 K
10.1088/1402-4896/ad3c74,Band convergence strategy to improve thermoelectric performance in Ti-Doped AgSbTe2.pdf,AgSbTe2,Ag1.05Sb0.99Ti0.01Te2,Ag1.05Sb0.99Ti0.01Te2,1,No,Ti,0.01,Sb,,Ti (0.01) @ Sb site,,,,0.97 dimensionless,323-548 K
